opeid,name,state,cohort year,prior loss,date
945500,Coiffure School of Cosmetoloqy Arts & Sciences,IL,1993,0,10/29/1996
953700,Virginia School of Hair Design,VA,1993,0,10/29/1996
2063600,Tad Technical Institute- Kansas City,MO,1993,0,10/29/1996
2314900,Advanced Career Traininq,PA,1993,0,10/29/1996
2361500,Michiqan  Barber School,Ml,1993,0,10/29/1996
2496200,VancouverSchoolofBeauty,WA,1993,0,10/29/1996
2352600,Temple Academy of Cosmetology,TX,1993,1,10/29/1996
2526300,Marshall Colleqe of Beauty,TX,1993,1,10/29/1996
2538800,Suffolk Beauty Academy,VA,1993,1,10/29/1996
2579400,Draughons College of Nursing  Assistance,TX,1993,1,10/29/1996
2617900,Le Hair Desiqn Colleqe,TX,1993,1,10/29/1996
953000,Gerber Akron Beauty School,OH,1993,0,10/30/1996
1073000,TRC -Jan Mar Beauty Academy,VA,1993,0,10/30/1996
2619600,College for Early Childhood Educators  (The),CA,1993,0,10/30/1996
2219500,Mildred Elley,NY,1993,0,10/31/1996
2292400,Columbia  Beauty Academy,MO,1993,0,10/31/1996
2360300,Ralph Amodei International  Institute of Hair Desiqn &,PA,1993,0,10/31/1996
2526100,Jenny Lea Academy of Cosmetoloqy,KY,1993,0,10/31/1996
2599100,Reminqton  Colleqe,AR,1993,0,10/31/1996
2612900,Remington  College,KS,1993,0,10/31/1996
2613400,Adavanced Career Traininq,TX,1993,0,10/31/1996
3042500,Apollo College,OR,1993,0,10/31/1996
1016400,Maryland Drafting Institute,MD,1993,0,8/12/1996
2344400,Gordon Phillips School of Beauty Culture,MD,1993,0,1/15/1997
1209300,American Beauty College,TX,1993,1,1/28/1997
2284300,Interactive College of Technology,GA,1993,1,2/25/1997
2154700,Miami Technical Institute,FL,1993,1,3/19/1997
2186300,Avanti Hair Tech,FL,1993,1,3/19/1997
2205600,Palm Beach Beauty & Barber School,FL,1993,1,3/19/1997
970800,Eve's College of Hairstyling,OK,1993,1,3/24/1997
1019400,Classic Beauty Colleqes,AZ,1993,1,3/24/1997
1282300,Pat Goins Ruston Beauty School,LA,1993,1,3/24/1997
2331000,Maryland Beauty Academy of Essex,MD,1993,1,3/24/1997
2493600,Chattanooga Barber College,TN,1993,1,3/24/1997
2495100,Maryland Beauty Academy,MD,1993,1,3/24/1997
2508700,Omni Technical School,FL,1993,1,3/24/1997
2520200,California Career School,CA,1993,1,3/24/1997
2563100,Preston & Annas Beauty School,Ml,1993,1,3/24/1997
2601800,Hialeah Technical Institute,FL,1993,1,3/24/1997
2223900,Drake College of Business,NJ,1993,1,5/19/1997
902200,Associated Technical College,CA,1993,1,5/19/1997
3072900,Avanti Hair Tech,FL,1993,1,6/25/1997
1248500,Aladdin Beauty College #25,TX,1993,1,7/14/1997
1197900,Blake Business  School,NY,1993,0,7/24/1997
2255600,Marinello  School of Beauty,CA,1993,1,5/8/1997
2132800,National Conservatory  of Dramatic  Arts,DC,1993,0,10/16/1997
2132800,National Conservatory  of Dramatic  Arts,DC,1993,0,10/16/1997
2273300,Joseph Donahue International  School of Hairstylinq,PA,1993,0,1/8/1998
127200,San Bernardino  Valley Colleqe,CA,1994,1,3/17/1997
531200,Red River Technology  Center,OK,1994,1,3/17/1997
535700,Tennessee  Technology Center at Crump,TN,1994,1,3/17/1997
549100,KY Tech - Paducah  Area Technology Center,KY,1994,1,3/17/1997
576300,Central Georqia Technical  Colleqe,GA,1994,1,3/17/1997
720300,Richards  Beauty Colleges,CA,1994,1,3/17/1997
736700,Marinello  Schools of Beauty,NV,1994,1,3/17/1997
841600,Richards  Beauty College,CA,1994,1,3/17/1997
893900,Cannella School of Hair Design,IL,1994,1,3/17/1997
903300,Pueblo College of Business & Technology,co,1994,1,3/17/1997
910400,Riverside  Hairstylinq  Academy,FL,1994,1,3/17/1997
960700,House of Heavilin Beauty College,MO,1994,1,3/18/1997
961300,Merrillville Beauty Colleqe,IN,1994,1,3/18/1997
967400,Moler Beauty Colleqe,LA,1994,1,3/18/1997
973200,Virginia Farrell Beauty School,Ml,1994,1,3/18/1997
973400,Virginia Farrell Beauty School,Ml,1994,1,3/18/1997
973600,Virginia Farrell Beauty School,Ml,1994,1,3/18/1997
1021000,Prospect Hall School of Business,FL,1994,1,3/18/1997
1046000,American Baptist Theological  Seminary,TN,1994,1,3/18/1997
1065600,State College of Beauty,Ml,1994,1,3/18/1997
1071200,State College of Beauty,Ml,1994,1,3/18/1997
1094500,Nationwide  Beauty Academy,OH,1994,1,3/18/1997
1096800,Aladdin Beauty College #12,OK,1994,1,3/18/1997
1100600,American  Institute of Desiqn,PA,1994,1,3/18/1997
1150600,Indiana Barber/Stylist College,IN,1994,1,3/18/1997
1153600,Tusla Academy of Hairstyling,OK,1994,1,3/18/1997
1153700,Mid-America Area Vocational-Technical School Distric,OK,1994,1,3/18/1997
1163100,"D-Jay's School of Beauty, Arts & Sciences",LA,1994,1,3/18/1997
1164600,Virqinia Farrell Beauty School,Ml,1994,1,3/18/1997
1183000,Berk Trade & Business  School,NY,1994,1,3/18/1997
1240400,Lexington Beauty College,KY,1994,1,3/19/1997
1244600,Universal College of Beauty,CA,1994,1,3/19/1997
1255500,M.J. Murphy Beauty Colleqe of Saqinaw,Ml,1994,1,3/19/1997
1259100,Marion County Area Technoloqy Center,KY,1994,1,3/19/1997
1261100,Ronnie & Dormans  School of Hair Desiqn,LA,1994,1,3/19/1997
1287900,Pat Goins Benton Road Beauty School,LA,1994,1,3/19/1997
1288000,Pat Goins Beauty School,LA,1994,1,3/19/1997
1300300,Neilson  Beauty Colleqe,TX,1994,1,3/19/1997
1309500,Salon Success  Academy,CA,1994,1,3/19/1997
2059800,Paris Beauty College,CA,1994,1,3/19/1997
2091200,Eleqance  International,CA,1994,1,3/19/1997
2092800,Tennessee  Technoloqy Center at Whiteville,TN,1994,1,3/19/1997
2105600,Vatterott Educational  Centers,MO,1994,1,3/19/1997
2115300,Pinellas Technical Education Centers - St. Petersburg,FL,1994,1,3/19/1997
2125000,Career Academy of Beauty,CA,1994,1,3/19/1997
2139000,Craft Institute (The),PA,1994,1,3/19/1997
2140900,Hair Desiqn School (The),FL,1994,1,3/19/1997
2145900,Rice Belt Vocational School,AR,1994,1,3/19/1997
2154700,Miami Technical Institute,FL,1994,1,3/19/1997
2163000,Winchester  Beauty College,KY,1994,1,3/19/1997
2166800,John Amico's School of Hair Desiqn,IL,1994,1,3/19/1997
2168100,Tri County Career Center/Adult  Career Center,OH,1994,1,3/19/1997
2177900,State Barber & Hair Desiqn Colleqe,OK,1994,1,3/19/1997
2182400,Omni Technical School,FL,1994,1,3/19/1997
2186300,Avanti Hair Tech,FL,1994,1,3/19/1997
2191800,Moler Beauty Colleqe,LA,1994,1,3/19/1997
2200400,Sikeston Beauty Colleqe,MO,1994,1,3/19/1997
2205600,Palm Beach Beauty & Barber School,FL,1994,1,3/19/1997
2211900,Cheeks International  Academy of Beauty Culture,WY,1994,1,3/20/1997
2212000,Jeffie Liles Academy of Hair Design,MS,1994,1,3/20/1997
2228600,Jerrylee Beauty Colleqe - Roseville,CA,1994,1,3/20/1997
2248200,Milan Institute of Cosmetoloqy,TX,1994,1,3/20/1997
2249900,Delta Beauty College,MS,1994,1,3/20/1997
2251700,Foster's Cosmetology College,MS,1994,1,3/20/1997
2252800,Continental  Dental Assistant School,NY,1994,1,3/20/1997
2252900,Kentucky College of Barbering  & Hairstyling,KY,1994,1,3/20/1997
2265200,Global Business  Institute,NY,1994,1,3/20/1997
2266200,American Professional  Institute,GA,1994,1,3/20/1997
2266300,Rehberg's Hairstyling  Academy,FL,1994,1,3/20/1997
2269300,Stevenson's  Academy of Hair Design,LA,1994,1,3/20/1997
2276500,Portsmouth  School of Beauty Culture,VA,1994,1,3/20/1997
2282200,Skiles University of Hair Desiqn,TX,1994,1,3/20/1997
2284200,New Tyler Barber Colleqe,AR,1994,1,3/20/1997
2286100,Naes College,IL,1994,1,3/20/1997
2295500,Cannella School of Hair Design,IL,1994,1,3/20/1997
2313800,Consolidated Weldinq  Schools,CA,1994,1,3/20/1997
2319500,Charles  Academy of Beauty Culture,AL,1994,1,3/20/1997
2323100,Pat Goins Shreveport  Beauty School,LA,1994,1,3/20/1997
2323800,Gaither & Company  Beauty College,AL,1994,1,3/20/1997
2324400,Allstate Hairstyling & Barber College,OH,1994,1,3/20/1997
2326400,Tri-City Barber School,PA,1994,1,3/20/1997
2331300,Interactive Learninq Systems,TX,1994,1,3/20/1997
2337300,Academy of Creative Hair Desiqn,FL,1994,1,3/20/1997
2337600,Northwest Beauty School,MD,1994,1,3/20/1997
2338400,Fort Pierce Beauty Academy,FL,1994,1,3/20/1997
2339500,West Coast Training,OR,1994,1,3/20/1997
2339800,Southern Institute of Cosmetology- Main Campus,TN,1994,1,3/20/1997
560500,Pinellas Technical Education Center - Clearwater Can,FL,1994,1,3/24/1997
704400,Crowley's Ridge Technical  Institute,AR,1994,1,3/24/1997
970800,Eve's College of Hairstyling,OK,1994,1,3/24/1997
1006200,Metropolitan Community  College,IL,1994,1,3/24/1997
1019400,Classic Beauty Colleqes,AZ,1994,1,3/24/1997
1282300,Pat Goins Ruston Beauty School,LA,1994,1,3/24/1997
2331000,Maryland Beauty Academy of Essex,MD,1994,1,3/24/1997
2346400,Lady Helen's School of Beauty,ID,1994,1,3/24/1997
2351700,Donia School of Beauty Culture,KY,1994,1,3/24/1997
2352600,Temple Academy of Cosmetology,TX,1994,1,3/24/1997
2353900,Dootson School of Truckinq,CA,1994,1,3/24/1997
2491400,Spanish-American Institute,NY,1994,1,3/24/1997
2493600,Chattanooga Barber College,TN,1994,1,3/24/1997
2495100,Maryland Beauty Academy,MD,1994,1,3/24/1997
2508700,Omni Technical School,FL,1994,1,3/24/1997
2520200,California Career School,CA,1994,1,3/24/1997
2520900,American Bartenders  School,NY,1994,1,3/24/1997
2521300,International  Dealers School,CA,1994,1,3/24/1997
2522400,Abbeville Beauty Academy,LA,1994,1,3/24/1997
2526100,Jenny Lea Academy of Cosmetology,KY,1994,1,3/24/1997
2526300,Marshall College of Beauty,TX,1994,1,3/24/1997
2526900,Moler Beauty College,LA,1994,1,3/24/1997
2538800,Suffolk Beauty Academy,VA,1994,1,3/24/1997
2549900,Consumer  Electronics Training Center,IL,1994,1,3/24/1997
2563100,Preston & Annas Beauty School,Ml,1994,1,3/24/1997
2568100,Texas Barber Colleges  & Hairstyling Schools,TX,1994,1,3/24/1997
2573300,Advance School of Driving,CA,1994,1,3/24/1997
2580900,Blue Island School of Cosmetology,IL,1994,1,3/24/1997
2585800,Drake School of Westchester,NY,1994,1,3/24/1997
2588300,Advance Beauty College,sc,1994,1,3/24/1997
2599100,Reminqton  Colleqe,AR,1994,1,3/24/1997
2599900,Sierra Hi-Tech,CA,1994,1,3/24/1997
2601800,Hialeah Technical Institute,FL,1994,1,3/24/1997
2601900,Miami Institute of Technology,FL,1994,1,3/24/1997
2608500,Delta Career Institute,TX,1994,1,3/24/1997
2617900,Le Hair Design College,TX,1994,1,3/24/1997
2619600,Colleqe for Early Childhood Educators  (The),CA,1994,1,3/24/1997
2620100,Louisiana Hair Desiqn Colleqe,LA,1994,1,3/24/1997
2623400,RTI Technical  Institute,FL,1994,1,3/24/1997
3001600,Jell College of Cosmetology,TN,1994,1,3/24/1997
3025300,Academy for Career Education,NY,1994,1,3/24/1997
3026700,Avanti Hair Tech,FL,1994,1,3/24/1997
855500,Hair Design Institute at Livingston  Street,NY,1994,1,5/15/1997
462100,Ayers Career College,LA,1994,1,5/19/1997
902200,Associated Technical College,CA,1994,1,5/19/1997
1093000,Suburban Technical  School,NY,1994,1,5/19/1997
1307700,Paqe Antelope Valley Beauty School,CA,1994,1,5/19/1997
2223900,Drake Colleqe of Business,NJ,1994,1,5/19/1997
2349500,Cannella School of Hair Desiqn,IL,1994,1,5/19/1997
2613900,Computer  Business College,CA,1994,1,5/19/1997
3068800,Aladdin Beauty College #28,TX,1994,1,5/19/1997
738800,Long Island Beauty School,NY,1994,1,5/28/1997
741700,Contemporary School of Beauty Culture,NY,1994,1,5/28/1997
912900,Empire Beauty School,MA,1994,1,5/28/1997
936100,Empire Technical  School of New Jersey,NJ,1994,1,5/28/1997
953700,Virginia School of Hair Design,VA,1994,1,5/28/1997
1127700,Aladdin Beauty College #1,TX,1994,1,5/28/1997
2100700,Aladdin Beauty Colleqe #8,TX,1994,1,5/28/1997
2340000,Colonial Heights Beauty Academy,VA,1994,1,5/28/1997
2344400,Gordon Phillips School of Beauty Culture,MD,1994,1,5/28/1997
945500,Coiffure School of Cosmetology Arts & Sciences,IL,1994,1,6/16/1997
1249200,Aladdin Beauty Colleqe #26,TX,1994,1,6/16/1997
2312400,LA Colleqe International,CA,1994,1,6/16/1997
1265000,Marinello  School of Beauty,CA,1994,1,6/25/1997
1291600,Hair Desiqn School (The),KY,1994,1,6/25/1997
2180100,Ross Medical Education Center,Ml,1994,1,6/25/1997
2218500,South Texas Vocational Technical Institute,TX,1994,1,6/25/1997
2219500,Mildred Elley,NY,1994,1,6/25/1997
2360300,Ralph Amodei International  Institute of Hair Design &,PA,1994,1,6/25/1997
2361500,Michiqan  Barber School,Ml,1994,1,6/25/1997
2547200,Professional  Hair Desiqn Academy,sc,1994,1,6/25/1997
2575800,Avanti Hair Tech,FL,1994,1,6/25/1997
3072900,Avanti Hair Tech,FL,1994,1,6/25/1997
843500,lnterboro Institute,NY,1994,1,6/26/1997
2281600,Aladdin Beauty Colleqe #15,TX,1994,1,6/26/1997
2527500,Houston Training Schools,TX,1994,1,6/26/1997
2557400,Star College of Cosmetology,TX,1994,1,6/26/1997
1248500,Aladdin Beauty College #25,TX,1994,1,7/14/1997
2074900,Chris Beauty Colleqe,MS,1994,1,7/14/1997
2593300,Heald College,CA,1994,1,7/14/1997
775100,Richard I School of Beauty Culture,NY,1994,0,6/9/1997
2261100,Modern Trend Beauty School,TX,1994,0,9/23/1997
2307500,Thomas Serra Philadelphia  Academy of Beauty,PA,1994,0,9/23/1997
2311700,Belleville Barber Colleqe,IL,1994,0,9/23/1997
111900,Barstow Community  Colleqe,CA,1994,1,9/25/1997
449400,Everest College,CA,1994,1,9/25/1997
813700,Aladdin Beauty Colleqe #18,TX,1994,1,9/25/1997
943300,Sherman Kendall's  Academy of Beauty Arts & Scienc,UT,1994,1,9/25/1997
957800,Jon Louis School of Beauty,NY,1994,1,9/25/1997
988400,Aladdin Beauty College #4,TX,1994,1,9/25/1997
1096900,Aladdin Beauty Colleqe #13,TX,1994,1,9/25/1997
1192100,Westchester School of Beauty Culture,NY,1994,1,9/25/1997
1197100,Trend Beauty College,IL,1994,1,9/25/1997
1306600,Aladdin Beauty Colleqe #5,TX,1994,1,9/25/1997
2063600,Tad Technical Institute- Kansas City,MO,1994,1,9/25/1997
2066100,Ohio State College of Barber Styling,OH,1994,1,9/25/1997
2117900,Ross Technical Institute,Ml,1994,1,9/25/1997
2154900,Missouri School of Barbering  & Hairstyling-St.  Louis,MO,1994,1,9/25/1997
2234000,Cameron  Colleqe,LA,1994,1,9/25/1997
2265400,Aladdin Beauty Colleqe #21,TX,1994,1,9/25/1997
2279200,Dudley Beauty College,DC,1994,1,9/25/1997
2281400,Aladdin Beauty Colleqe #3,TX,1994,1,9/25/1997
2284300,Interactive College of Technology,GA,1994,1,9/25/1997
2340800,J & M Academy of Cosmetoloqy,KY,1994,1,9/25/1997
2543400,Brownson Technical  School,CA,1994,1,9/25/1997
2576500,CC's Cosmetoloqy Colleqe,OK,1994,1,9/25/1997
2584400,New England Tractor Trailer Training School of Mass,Rl,1994,1,9/25/1997
2598100,Florida Technical  College- Tampa,FL,1994,1,9/25/1997
2612900,Remington  College,KS,1994,1,9/25/1997
2221300,Marinello  School of Beauty,CA,1994,1,7/10/1997
2561100,Leeds Pacific College,CA,1994,0,9/10/1997
2132800,National Conservatory  of Dramatic  Arts,DC,1994,0,10/16/1997
2132800,National Conservatory  of Dramatic  Arts,DC,1994,0,10/16/1997
482500,Taylor Business  Institute,NY,1994,0,10/11/1997
752200,Continental  School of Beauty Culture,NY,1994,1,1/13/1998
1009800,Neumont  University,UT,1995,0,5/1/1998
843500,lnterboro Institute,NY,1995,1,7/1/1998
1255500,M.J. Murphy Beauty Colleqe of Saqinaw,Ml,1995,1,1/13/1998
2491400,Spanish-American Institute,NY,1995,1,1/13/1998
2549900,Consumer  Electronics Traininq Center,IL,1995,1,1/13/1998
2563100,Preston & Annas Beauty School,Ml,1995,1,1/13/1998
2583700,Municipal  Training Center,NY,1995,1,1/13/1998
2619000,Boardwalk & Marina Casino Dealer School of Atlantic,NJ,1995,1,1/13/1998
3008100,American College of Beauty Culture,Ml,1995,1,1/13/1998
3025300,Academy for Career Education,NY,1995,1,1/13/1998
528200,Tennessee  Technology Center at Hartsville,TN,1995,1,1/13/1998
535700,Tennessee  Technology Center at Crump,TN,1995,1,1/13/1998
549100,KY Tech - Paducah  Area Technology Center,KY,1995,1,1/13/1998
576300,Central Georgia Technical  College,GA,1995,1,1/13/1998
752200,Continental  School of Beauty Culture,NY,1995,1,1/13/1998
752500,Suwannee-Hamilton Technical  Center,FL,1995,1,1/13/1998
943300,Sherman Kendall's  Academy of Beauty Arts & Scienc,UT,1995,1,1/13/1998
945500,Coiffure School of Cosmetoloqy Arts & Sciences,IL,1995,1,1/13/1998
953700,Virginia School of Hair Design,VA,1995,1,1/13/1998
957800,Jon Louis School of Beauty,NY,1995,1,1/13/1998
973200,Virqinia Farrell Beauty School,Ml,1995,1,1/13/1998
973400,Virqinia Farrell Beauty School,Ml,1995,1,1/13/1998
973600,Virginia Farrell Beauty School,Ml,1995,1,1/13/1998
1006200,Metropolitan Community  College,IL,1995,1,1/13/1998
1021000,Prospect Hall School of Business,FL,1995,1,1/13/1998
1094500,Nationwide  Beauty Academy,OH,1995,1,1/13/1998
1150600,Indiana Barber/Stylist Colleqe,IN,1995,1,1/13/1998
1164600,Virginia Farrell Beauty School,Ml,1995,1,1/13/1998
1172500,Collins School of Cosmetology,KY,1995,1,1/13/1998
1240400,Lexington Beauty College,KY,1995,1,1/13/1998
2066100,Ohio State College of Barber Styling,OH,1995,1,1/13/1998
2117900,Ross Technical Institute,Ml,1995,1,1/13/1998
2166800,John Amico's School of Hair Design,IL,1995,1,1/13/1998
2168100,Tri County Career Center/Adult  Career Center,OH,1995,1,1/13/1998
2223900,Drake College of Business,NJ,1995,1,1/13/1998
2253200,Superior Career Institute,NY,1995,1,1/13/1998
2265200,Global Business  Institute,NY,1995,1,1/13/1998
2276500,Portsmouth  School of Beauty Culture,VA,1995,1,1/13/1998
2279200,Dudley Beauty Colleqe,DC,1995,1,1/13/1998
2295500,Cannella School of Hair Desiqn,IL,1995,1,1/13/1998
2324400,Allstate Hairstylinq & Barber Colleqe,OH,1995,1,1/13/1998
2326400,Tri-City Barber School,PA,1995,1,1/13/1998
2331000,Maryland Beauty Academy of Essex,MD,1995,1,1/13/1998
2337600,Northwest Beauty School,MD,1995,1,1/13/1998
2340000,Colonial Heiqhts Beauty Academy,VA,1995,1,1/13/1998
2344400,Gordon Phillips School of Beauty Culture,MD,1995,1,1/13/1998
2346400,Lady Helen's School of Beauty,ID,1995,1,1/13/1998
2349500,Cannella School of Hair Design,IL,1995,1,1/13/1998
1231700,Tulare Beauty College,CA,1995,1,1/20/1998
1248500,Aladdin Beauty Colleqe #25,TX,1995,1,1/20/1998
1306600,Aladdin Beauty Colleqe #5,TX,1995,1,1/20/1998
2115300,Pinellas Technical Education Centers - St. Petersburq,FL,1995,1,1/20/1998
2154700,Miami Technical Institute,FL,1995,1,1/20/1998
2184200,Milan Institute of Cosmetology,WA,1995,1,1/20/1998
2186300,Avanti Hair Tech,FL,1995,1,1/20/1998
2493600,Chattanooqa Barber Colleqe,TN,1995,1,1/20/1998
2526100,Jenny Lea Academy of Cosmetoloqy,KY,1995,1,1/20/1998
2547200,Professional  Hair Desiqn Academy,sc,1995,1,1/20/1998
2552700,Advance School of Cosmetoloqy,LA,1995,1,1/20/1998
2557400,Star College of Cosmetology,TX,1995,1,1/20/1998
2585300,Pages University of Cosmetology,GA,1995,1,1/20/1998
2599100,Reminqton  Colleqe,AR,1995,1,1/20/1998
2612900,Remington  College,KS,1995,1,1/20/1998
2613900,Computer  Business College,CA,1995,1,1/20/1998
2623400,RTI Technical  Institute,FL,1995,1,1/20/1998
3003800,Anderson County Beauty Colleqe,TX,1995,1,1/20/1998
3011200,Domestic  Health Care Institute,LA,1995,1,1/20/1998
3026700,Avanti Hair Tech,FL,1995,1,1/20/1998
127200,San Bernardino  Valley Colleqe,CA,1995,1,1/20/1998
531200,Red River Technoloqy  Center,OK,1995,1,1/20/1998
718700,North Adrian's Beauty Colleqe,CA,1995,1,1/20/1998
736700,Marinello  Schools of Beauty,NV,1995,1,1/20/1998
813700,Aladdin Beauty Colleqe #18,TX,1995,1,1/20/1998
902200,Associated Technical Colleqe,CA,1995,1,1/20/1998
970800,Eve's Colleqe of Hairstylinq,OK,1995,1,1/20/1998
988400,Aladdin Beauty College #4,TX,1995,1,1/20/1998
1096800,Aladdin Beauty Colleqe #12,OK,1995,1,1/20/1998
1096900,Aladdin Beauty Colleqe #13,TX,1995,1,1/20/1998
1111600,Sawyer Colleqe,CA,1995,1,1/20/1998
1112200,Sawyer College,CA,1995,1,1/20/1998
1127700,Aladdin Beauty College #1,TX,1995,1,1/20/1998
1163100,"D-Jay's School of Beauty, Arts & Sciences",LA,1995,1,1/20/1998
1249200,Aladdin Beauty Colleqe #26,TX,1995,1,1/20/1998
1265000,Marinello  School of Beauty,CA,1995,1,1/20/1998
2091200,Elegance  International,CA,1995,1,1/20/1998
2140900,Hair Design School (The),FL,1995,1,1/20/1998
2141900,San Gorqonio Beauty Colleqe,CA,1995,1,1/20/1998
2200400,Sikeston Beauty Colleqe,MO,1995,1,1/20/1998
2205600,Palm Beach Beauty & Barber School,FL,1995,1,1/20/1998
2218500,South Texas Vocational Technical Institute,TX,1995,1,1/20/1998
2234000,Cameron  College,LA,1995,1,1/20/1998
2239100,Central Texas Beauty Colleqe #2,TX,1995,1,1/20/1998
2248200,Milan Institute of Cosmetoloqy,TX,1995,1,1/20/1998
2266200,American Professional  Institute,GA,1995,1,1/20/1998
2266300,Rehberq's Hairstylinq  Academy,FL,1995,1,1/20/1998
2269300,Stevenson's  Academy of Hair Desiqn,LA,1995,1,1/20/1998
2281400,Aladdin Beauty College #3,TX,1995,1,1/20/1998
2281600,Aladdin Beauty College #15,TX,1995,1,1/20/1998
2284200,New Tyler Barber College,AR,1995,1,1/20/1998
2284300,Interactive College of Technology,GA,1995,1,1/20/1998
2285200,Hair Desiqn School (The),TN,1995,1,1/20/1998
2306700,Fort Worth Beauty School,TX,1995,1,1/20/1998
2323800,Gaither & Company  Beauty Colleqe,AL,1995,1,1/20/1998
2331300,Interactive Learning Systems,TX,1995,1,1/20/1998
2351700,Donia School of Beauty Culture,KY,1995,1,1/20/1998
2353500,Stefans Beauty Colleqe,LA,1995,1,1/20/1998
3068800,Aladdin Beauty Colleqe #28,TX,1995,1,1/20/1998
1292100,"Blaine, The Beauty Career Schools",MA,1995,1,1/21/1998
1300300,Neilson  Beauty College,TX,1995,1,1/26/1998
2508700,Omni Technical School,FL,1995,1,1/26/1998
2527500,Houston Training Schools,TX,1995,1,1/26/1998
2575800,Avanti Hair Tech,FL,1995,1,1/26/1998
1046000,American Baptist Theological  Seminary,TN,1995,1,1/26/1998
1071200,State College of Beauty,Ml,1995,1,1/26/1998
2340800,J & M Academy of Cosmetoloqy,KY,1995,1,1/26/1998
560500,Pinellas Technical Education Center - Clearwater Can,FL,1995,1,2/25/1998
960700,House of Heavilin Beauty College,MO,1995,1,2/25/1998
2360300,Ralph Amodei International  Institute of Hair Desiqn &,PA,1995,1,2/25/1998
3087800,ITT Technical  Institute,TX,1995,0,6/4/1998
2538300,Delta College of Arts & Technology,LA,1995,1,4/14/1998
2156300,Marqate School of Beauty,FL,1995,0,4/14/1998
449400,Everest Colleqe,CA,1995,1,4/14/1998
482500,Taylor Business  Institute,NY,1995,1,4/14/1998
760600,Everest College,CA,1995,1,4/14/1998
2100700,Aladdin Beauty Colleqe #8,TX,1995,1,4/15/1998
2165000,Eldorado Colleqe,CA,1995,1,4/15/1998
2515500,California Business  Institute,CA,1995,1,4/15/1998
2576500,CC's Cosmetology College,OK,1995,1,4/15/1998
2608500,Delta Career Institute,TX,1995,1,4/15/1998
1292200,Broms Academy,MA,1995,0,4/15/1998
2122000,New England Hair Academy,MA,1995,0,4/15/1998
2357700,Academy of Hair Desiqn,TX,1995,0,4/15/1998
2490700,Hair Fashions by Kaye Beauty College,IN,1995,0,4/15/1998
2504900,Academy of Hair Design,WA,1995,0,4/15/1998
2552400,Academy of Hair Technoloqy,sc,1995,0,4/15/1998
1041700,Brio Academy of East Hartford,CT,1995,0,4/16/1998
1159800,Oranqe County Business  Colleqe,CA,1995,0,4/16/1998
2073400,Carver Career and Technical  Education Center,wv,1995,0,4/16/1998
2238500,Central State Beauty Academy,OK,1995,0,4/16/1998
2342400,Academy of Radio & TV Broadcastinq,CA,1995,0,4/16/1998
2496000,Huntington College of Dental Technology,CA,1995,0,4/16/1998
972700,Flexer Beauty School,NY,1995,1,4/16/1998
1112100,Everest Colleqe,CA,1995,1,4/16/1998
2204100,New England Tractor Trailer Training School,MA,1995,1,4/16/1998
2262700,Delaware County Institute of Training,PA,1995,1,4/16/1998
528000,Tennessee  Technology Center- Covington,TN,1995,0,4/20/1998
541500,Cape May County Technical  School District,NJ,1995,0,4/20/1998
547200,Louisiana Technical  Colleqe- Sidney N. Collier Camp,LA,1995,0,4/20/1998
697300,Canada Colleqe,CA,1995,0,4/20/1998
847800,Moler Barber College,CA,1995,0,4/20/1998
1001700,Payne Theological  Seminary,OH,1995,0,4/20/1998
1170300,Penta County Vocational School,OH,1995,0,4/20/1998
1274300,Benjamin Franklin Career & Technical  Center,wv,1995,0,4/21/1998
2058900,Harvard H Ellis Technical  School,CT,1995,0,4/21/1998
2139400,Leon's Institute of Hair Design,CT,1995,0,4/21/1998
2218200,Garnet Career Center,wv,1995,0,4/21/1998
2291200,Cannella School of Hair Desiqn,IL,1995,0,4/21/1998
2317600,Academy of Hair Design,sc,1995,0,4/21/1998
2320800,Maqnolia Colleqe of Cosmetoloqy,MS,1995,0,4/21/1998
2336900,Alpha Beauty School,sc,1995,0,4/21/1998
2346300,US Schools,FL,1995,0,4/22/1998
2493400,Alexandria Academy of Beauty Culture,LA,1995,0,4/22/1998
2530700,Sebring Career Schools,TX,1995,0,4/22/1998
2553100,Associated Technical College,CA,1995,0,4/22/1998
2553500,Associated Technical College,CA,1995,0,4/22/1998
569300,John M Patterson State Technical  College,AL,1995,0,4/23/1998
675600,Louisiana Technical  Colleqe- Sullivan Campus,LA,1995,0,4/23/1998
769300,Shawnee Community  Colleqe,IL,1995,0,4/23/1998
1034200,Southern Oklahoma Area Vocational Technical Distric,OK,1995,0,4/23/1998
1043900,Southwest Tennessee  Community  College,TN,1995,0,4/23/1998
1155300,William  R  Moore College of Technoloqy,TN,1995,0,4/23/1998
1315500,0\E Learninq Center,Ml,1995,0,4/23/1998
2536700,Bell Mar Beauty College,IL,1995,0,4/23/1998
2609900,SER Business and Technical Institute,Ml,1995,0,4/23/1998
3026200,Head's West Kentucky Beauty College,KY,1995,0,4/23/1998
3028500,Lawton School,Ml,1995,0,4/23/1998
2208600,Madera Beauty Colleqe,CA,1995,0,4/27/1998
2302800,Mississippi College of Beauty Culture,MS,1995,0,4/27/1998
2363500,Arthur's Beauty College,AR,1995,0,4/27/1998
2504500,lnstitucion Chaviano  de Mayaguez,PR,1995,0,4/27/1998
2522900,East Kentucky Beauty Colleqe,KY,1995,0,4/27/1998
